Year,Month,Day,WeekDay,Hour,WateringMinutes,Zone,Timestamp
2024,8,23,4,19,2.6333333333333333,Front Yard,2024-08-23 19:57:22-07:00
2024,8,23,4,20,36.96666666666667,Front Yard,2024-08-23 20:00:00-07:00
2024,8,24,5,17,8.033333333333333,Front Yard,2024-08-24 17:49:05-07:00
2024,8,24,5,23,4.283333333333333,Front Yard,2024-08-24 23:55:43-07:00
2024,8,25,6,0,25.7,Front Yard,2024-08-25 00:00:00-07:00
2024,8,31,5,19,22.983333333333334,Front Yard,2024-08-31 19:37:01-07:00
2024,8,31,5,20,20.616666666666667,Front Yard,2024-08-31 20:00:00-07:00
2024,9,8,6,19,34.983333333333334,Front Yard,2024-09-08 19:25:01-07:00
2024,9,8,6,20,8.616666666666667,Front Yard,2024-09-08 20:00:00-07:00
2024,9,19,3,19,43.6,Front Yard,2024-09-19 19:07:01-07:00
2024,9,30,0,23,36.5,Front Yard,2024-09-30 23:23:30-07:00
2024,10,1,1,0,7.1,Front Yard,2024-10-01 00:00:00-07:00
2024,10,11,4,18,26.983333333333334,Front Yard,2024-10-11 18:33:01-07:00
2024,10,11,4,19,16.616666666666667,Front Yard,2024-10-11 19:00:00-07:00
2024,10,26,5,18,43.6,Front Yard,2024-10-26 18:13:01-07:00
2024,11,10,6,16,2.9833333333333334,Front Yard,2024-11-10 16:57:01-08:00
2024,11,10,6,17,40.61666666666667,Front Yard,2024-11-10 17:00:00-08:00
2024,12,1,6,16,13.983333333333333,Front Yard,2024-12-01 16:46:01-08:00
2024,12,1,6,17,29.616666666666667,Front Yard,2024-12-01 17:00:00-08:00
2025,1,12,6,17,43.6,Front Yard,2025-01-12 17:07:01-08:00
2025,2,23,6,17,5.983333333333333,Front Yard,2025-02-23 17:54:01-08:00
2025,2,23,6,18,37.61666666666667,Front Yard,2025-02-23 18:00:00-08:00
2025,4,5,5,19,25.983333333333334,Front Yard,2025-04-05 19:34:01-07:00
2025,4,5,5,20,17.616666666666667,Front Yard,2025-04-05 20:00:00-07:00
2025,4,18,4,19,13.983333333333333,Front Yard,2025-04-18 19:46:01-07:00
2025,4,18,4,20,29.616666666666667,Front Yard,2025-04-18 20:00:00-07:00
2025,5,1,3,19,0.9833333333333333,Front Yard,2025-05-01 19:59:01-07:00
2025,5,1,3,20,42.61666666666667,Front Yard,2025-05-01 20:00:00-07:00
2025,5,11,6,20,43.56666666666667,Front Yard,2025-05-11 20:16:22-07:00
2025,5,21,2,20,42.983333333333334,Front Yard,2025-05-21 20:17:01-07:00
2025,5,21,2,21,0.6166666666666667,Front Yard,2025-05-21 21:00:00-07:00
2025,5,30,4,20,35.983333333333334,Front Yard,2025-05-30 20:24:01-07:00
2025,5,30,4,21,16.35,Front Yard,2025-05-30 21:00:00-07:00
2025,5,31,5,20,34.983333333333334,Front Yard,2025-05-31 20:25:01-07:00
2025,5,31,5,21,17.35,Front Yard,2025-05-31 21:00:00-07:00
2025,7,10,3,20,11.95,Front Yard,2025-07-10 20:41:22-07:00
2025,7,11,4,20,12.0,Front Yard,2025-07-11 20:33:01-07:00
2025,7,18,4,20,10.0,Front Yard,2025-07-18 20:29:01-07:00
2025,7,25,4,20,9.983333333333333,Front Yard,2025-07-25 20:32:20-07:00
2025,8,1,4,20,10.0,Front Yard,2025-08-01 20:18:01-07:00
2025,8,7,3,20,10.0,Front Yard,2025-08-07 20:11:01-07:00
2025,8,8,4,20,12.0,Front Yard,2025-08-08 20:10:01-07:00
2025,8,9,5,20,11.95,Front Yard,2025-08-09 20:17:22-07:00
2025,8,10,6,20,12.0,Front Yard,2025-08-10 20:08:01-07:00
2025,8,11,0,20,12.0,Front Yard,2025-08-11 20:06:01-07:00
2025,8,19,1,19,3.9833333333333334,Front Yard,2025-08-19 19:56:01-07:00
2025,8,19,1,20,6.016666666666667,Front Yard,2025-08-19 20:00:00-07:00
2025,8,21,3,1,12.0,Front Yard,2025-08-21 01:23:13-07:00
2025,8,21,3,20,11.95,Front Yard,2025-08-21 20:03:02-07:00
2025,8,22,4,20,11.95,Front Yard,2025-08-22 20:02:02-07:00
2025,8,23,5,20,11.95,Front Yard,2025-08-23 20:00:02-07:00
2025,8,31,6,1,12.016666666666667,Front Yard,2025-08-31 01:18:10-07:00
2025,8,31,6,19,10.966666666666667,Front Yard,2025-08-31 19:49:02-07:00
2025,8,31,6,20,0.9833333333333333,Front Yard,2025-08-31 20:00:00-07:00
2025,9,1,0,19,11.95,Front Yard,2025-09-01 19:47:02-07:00
2025,9,12,4,19,10.016666666666667,Front Yard,2025-09-12 19:20:01-07:00
2025,9,16,1,19,9.95,Front Yard,2025-09-16 19:22:22-07:00
2025,9,27,5,18,3.9833333333333334,Front Yard,2025-09-27 18:56:01-07:00
2025,9,27,5,19,6.033333333333333,Front Yard,2025-09-27 19:00:00-07:00
2025,10,8,2,18,9.966666666666667,Front Yard,2025-10-08 18:47:21-07:00
2025,10,23,3,18,10.0,Front Yard,2025-10-23 18:18:01-07:00
2025,11,28,4,16,10.016666666666667,Front Yard,2025-11-28 16:47:01-08:00
2026,1,30,4,17,10.0,Front Yard,2026-01-30 17:27:01-08:00
2023,7,9,6,12,0.11666666666666667,Front Yard Tree,2023-07-09 12:43:46-07:00
2023,7,10,0,2,36.733333333333334,Front Yard Tree,2023-07-10 02:23:16-07:00
2023,7,10,0,3,18.433333333333334,Front Yard Tree,2023-07-10 03:00:00-07:00
2023,7,11,1,2,35.733333333333334,Front Yard Tree,2023-07-11 02:24:16-07:00
2023,7,11,1,3,19.433333333333334,Front Yard Tree,2023-07-11 03:00:00-07:00
2023,7,16,6,20,29.983333333333334,Front Yard Tree,2023-07-16 20:30:01-07:00
2023,7,16,6,21,19.666666666666668,Front Yard Tree,2023-07-16 21:00:00-07:00
2023,7,19,2,23,28.116666666666667,Front Yard Tree,2023-07-19 23:31:53-07:00
2023,7,20,3,0,24.7,Front Yard Tree,2023-07-20 00:00:00-07:00
2023,7,26,2,21,33.5,Front Yard Tree,2023-07-26 21:26:30-07:00
2023,7,26,2,22,19.316666666666666,Front Yard Tree,2023-07-26 22:00:00-07:00
2023,8,2,2,21,34.2,Front Yard Tree,2023-08-02 21:25:48-07:00
2023,8,2,2,22,18.616666666666667,Front Yard Tree,2023-08-02 22:00:00-07:00
2023,8,10,3,21,48.5,Front Yard Tree,2023-08-10 21:11:30-07:00
2023,8,10,3,22,4.316666666666666,Front Yard Tree,2023-08-10 22:00:00-07:00
2023,8,18,4,21,52.81666666666667,Front Yard Tree,2023-08-18 21:00:30-07:00
2023,8,26,5,20,4.2,Front Yard Tree,2023-08-26 20:55:48-07:00
2023,8,26,5,21,48.61666666666667,Front Yard Tree,2023-08-26 21:00:00-07:00
2023,9,3,6,20,22.5,Front Yard Tree,2023-09-03 20:37:30-07:00
2023,9,3,6,21,30.316666666666666,Front Yard Tree,2023-09-03 21:00:00-07:00
2023,9,14,3,20,39.5,Front Yard Tree,2023-09-14 20:20:30-07:00
2023,9,14,3,21,13.316666666666666,Front Yard Tree,2023-09-14 21:00:00-07:00
2023,9,25,0,20,51.2,Front Yard Tree,2023-09-25 20:08:48-07:00
2023,9,25,0,21,1.6166666666666667,Front Yard Tree,2023-09-25 21:00:00-07:00
2023,10,6,4,19,14.5,Front Yard Tree,2023-10-06 19:45:30-07:00
2023,10,6,4,20,38.31666666666667,Front Yard Tree,2023-10-06 20:00:00-07:00
2023,10,21,5,19,29.2,Front Yard Tree,2023-10-21 19:30:48-07:00
2023,10,21,5,20,23.616666666666667,Front Yard Tree,2023-10-21 20:00:00-07:00
2023,11,5,6,19,52.81666666666667,Front Yard Tree,2023-11-05 19:06:30-08:00
2023,11,26,6,17,8.5,Front Yard Tree,2023-11-26 17:51:30-08:00
2023,11,26,6,18,44.31666666666667,Front Yard Tree,2023-11-26 18:00:00-08:00
2023,12,17,6,17,8.5,Front Yard Tree,2023-12-17 17:51:30-08:00
2023,12,17,6,18,44.31666666666667,Front Yard Tree,2023-12-17 18:00:00-08:00
2024,1,7,6,18,52.81666666666667,Front Yard Tree,2024-01-07 18:05:30-08:00
2024,4,19,4,20,6.5,Front Yard Tree,2024-04-19 20:53:30-07:00
2024,4,19,4,21,48.31666666666667,Front Yard Tree,2024-04-19 21:00:00-07:00
2024,5,2,3,21,53.5,Front Yard Tree,2024-05-02 21:06:30-07:00
2024,5,2,3,22,1.3166666666666667,Front Yard Tree,2024-05-02 22:00:00-07:00
2024,5,12,6,21,44.5,Front Yard Tree,2024-05-12 21:15:30-07:00
2024,5,12,6,22,10.316666666666666,Front Yard Tree,2024-05-12 22:00:00-07:00
2024,5,22,2,21,27.2,Front Yard Tree,2024-05-22 21:32:48-07:00
2024,5,22,2,22,27.616666666666667,Front Yard Tree,2024-05-22 22:00:00-07:00
2024,5,29,2,3,20.0,Front Yard Tree,2024-05-29 03:20:01-07:00
2024,5,30,3,3,20.0,Front Yard Tree,2024-05-30 03:20:01-07:00
2024,5,31,4,3,20.0,Front Yard Tree,2024-05-31 03:20:01-07:00
2024,6,1,5,3,20.0,Front Yard Tree,2024-06-01 03:20:01-07:00
2024,6,2,6,3,20.0,Front Yard Tree,2024-06-02 03:20:01-07:00
2024,6,3,0,3,39.983333333333334,Front Yard Tree,2024-06-03 03:20:01-07:00
2024,6,3,0,4,20.016666666666666,Front Yard Tree,2024-06-03 04:00:00-07:00
2024,6,7,4,3,39.983333333333334,Front Yard Tree,2024-06-07 03:20:01-07:00
2024,6,7,4,4,20.016666666666666,Front Yard Tree,2024-06-07 04:00:00-07:00
2024,6,11,1,3,39.983333333333334,Front Yard Tree,2024-06-11 03:20:01-07:00
2024,6,11,1,4,20.033333333333335,Front Yard Tree,2024-06-11 04:00:00-07:00
2025,7,10,3,20,6.85,Front Yard Tree,2025-07-10 20:53:09-07:00
2025,7,10,3,21,60.0,Front Yard Tree,2025-07-10 21:00:00-07:00
2025,7,10,3,22,60.0,Front Yard Tree,2025-07-10 22:00:00-07:00
2025,7,10,3,23,45.71666666666667,Front Yard Tree,2025-07-10 23:00:00-07:00
2025,7,11,4,20,15.15,Front Yard Tree,2025-07-11 20:44:51-07:00
2025,7,11,4,21,60.0,Front Yard Tree,2025-07-11 21:00:00-07:00
2025,7,11,4,22,60.0,Front Yard Tree,2025-07-11 22:00:00-07:00
2025,7,11,4,23,37.4,Front Yard Tree,2025-07-11 23:00:00-07:00
2025,7,18,4,20,21.15,Front Yard Tree,2025-07-18 20:38:51-07:00
2025,7,18,4,21,60.0,Front Yard Tree,2025-07-18 21:00:00-07:00
2025,7,18,4,22,60.0,Front Yard Tree,2025-07-18 22:00:00-07:00
2025,7,18,4,23,2.6666666666666665,Front Yard Tree,2025-07-18 23:00:00-07:00
2025,7,25,4,20,17.85,Front Yard Tree,2025-07-25 20:42:09-07:00
2025,7,25,4,21,60.0,Front Yard Tree,2025-07-25 21:00:00-07:00
2025,7,25,4,22,60.0,Front Yard Tree,2025-07-25 22:00:00-07:00
2025,7,25,4,23,5.966666666666667,Front Yard Tree,2025-07-25 23:00:00-07:00
2025,8,1,4,20,32.15,Front Yard Tree,2025-08-01 20:27:51-07:00
2025,8,1,4,21,60.0,Front Yard Tree,2025-08-01 21:00:00-07:00
2025,8,1,4,22,51.666666666666664,Front Yard Tree,2025-08-01 22:00:00-07:00
2025,8,7,3,20,39.15,Front Yard Tree,2025-08-07 20:20:51-07:00
2025,8,7,3,21,60.0,Front Yard Tree,2025-08-07 21:00:00-07:00
2025,8,7,3,22,44.666666666666664,Front Yard Tree,2025-08-07 22:00:00-07:00
2025,8,8,4,20,38.15,Front Yard Tree,2025-08-08 20:21:51-07:00
2025,8,8,4,21,60.0,Front Yard Tree,2025-08-08 21:00:00-07:00
2025,8,8,4,22,60.0,Front Yard Tree,2025-08-08 22:00:00-07:00
2025,8,8,4,23,14.4,Front Yard Tree,2025-08-08 23:00:00-07:00
2025,8,9,5,20,30.85,Front Yard Tree,2025-08-09 20:29:09-07:00
2025,8,9,5,21,60.0,Front Yard Tree,2025-08-09 21:00:00-07:00
2025,8,9,5,22,60.0,Front Yard Tree,2025-08-09 22:00:00-07:00
2025,8,9,5,23,21.7,Front Yard Tree,2025-08-09 23:00:00-07:00
2025,8,10,6,20,40.15,Front Yard Tree,2025-08-10 20:19:51-07:00
2025,8,10,6,21,60.0,Front Yard Tree,2025-08-10 21:00:00-07:00
2025,8,10,6,22,60.0,Front Yard Tree,2025-08-10 22:00:00-07:00
2025,8,10,6,23,12.4,Front Yard Tree,2025-08-10 23:00:00-07:00
2025,8,11,0,20,42.15,Front Yard Tree,2025-08-11 20:17:51-07:00
2025,8,11,0,21,60.0,Front Yard Tree,2025-08-11 21:00:00-07:00
2025,8,11,0,22,60.0,Front Yard Tree,2025-08-11 22:00:00-07:00
2025,8,11,0,23,10.416666666666666,Front Yard Tree,2025-08-11 23:00:00-07:00
2025,8,19,1,20,54.15,Front Yard Tree,2025-08-19 20:05:51-07:00
2025,8,19,1,21,60.0,Front Yard Tree,2025-08-19 21:00:00-07:00
2025,8,19,1,22,29.666666666666668,Front Yard Tree,2025-08-19 22:00:00-07:00
2025,8,21,3,1,24.966666666666665,Front Yard Tree,2025-08-21 01:35:02-07:00
2025,8,21,3,2,60.0,Front Yard Tree,2025-08-21 02:00:00-07:00
2025,8,21,3,3,60.0,Front Yard Tree,2025-08-21 03:00:00-07:00
2025,8,21,3,4,27.583333333333332,Front Yard Tree,2025-08-21 04:00:00-07:00
2025,8,21,3,20,45.18333333333333,Front Yard Tree,2025-08-21 20:14:49-07:00
2025,8,21,3,21,60.0,Front Yard Tree,2025-08-21 21:00:00-07:00
2025,8,21,3,22,60.0,Front Yard Tree,2025-08-21 22:00:00-07:00
2025,8,21,3,23,7.366666666666666,Front Yard Tree,2025-08-21 23:00:00-07:00
2025,8,22,4,20,46.18333333333333,Front Yard Tree,2025-08-22 20:13:49-07:00
2025,8,22,4,21,60.0,Front Yard Tree,2025-08-22 21:00:00-07:00
2025,8,22,4,22,60.0,Front Yard Tree,2025-08-22 22:00:00-07:00
2025,8,22,4,23,6.366666666666666,Front Yard Tree,2025-08-22 23:00:00-07:00
2025,8,23,5,20,48.18333333333333,Front Yard Tree,2025-08-23 20:11:49-07:00
2025,8,23,5,21,60.0,Front Yard Tree,2025-08-23 21:00:00-07:00
2025,8,23,5,22,60.0,Front Yard Tree,2025-08-23 22:00:00-07:00
2025,8,23,5,23,4.366666666666666,Front Yard Tree,2025-08-23 23:00:00-07:00
2025,8,31,6,1,30.0,Front Yard Tree,2025-08-31 01:30:00-07:00
2025,8,31,6,2,60.0,Front Yard Tree,2025-08-31 02:00:00-07:00
2025,8,31,6,3,60.0,Front Yard Tree,2025-08-31 03:00:00-07:00
2025,8,31,6,4,22.55,Front Yard Tree,2025-08-31 04:00:00-07:00
2025,8,31,6,20,59.18333333333333,Front Yard Tree,2025-08-31 20:00:49-07:00
2025,8,31,6,21,60.0,Front Yard Tree,2025-08-31 21:00:00-07:00
2025,8,31,6,22,53.36666666666667,Front Yard Tree,2025-08-31 22:00:00-07:00
2025,9,1,0,19,1.1833333333333333,Front Yard Tree,2025-09-01 19:58:49-07:00
2025,9,1,0,20,60.0,Front Yard Tree,2025-09-01 20:00:00-07:00
2025,9,1,0,21,60.0,Front Yard Tree,2025-09-01 21:00:00-07:00
2025,9,1,0,22,51.36666666666667,Front Yard Tree,2025-09-01 22:00:00-07:00
2025,9,12,4,19,30.15,Front Yard Tree,2025-09-12 19:29:51-07:00
2025,9,12,4,20,60.0,Front Yard Tree,2025-09-12 20:00:00-07:00
2025,9,12,4,21,53.666666666666664,Front Yard Tree,2025-09-12 21:00:00-07:00
2025,9,16,1,19,27.85,Front Yard Tree,2025-09-16 19:32:09-07:00
2025,9,16,1,20,60.0,Front Yard Tree,2025-09-16 20:00:00-07:00
2025,9,16,1,21,55.96666666666667,Front Yard Tree,2025-09-16 21:00:00-07:00
2025,9,27,5,19,54.15,Front Yard Tree,2025-09-27 19:05:51-07:00
2025,9,27,5,20,60.0,Front Yard Tree,2025-09-27 20:00:00-07:00
2025,9,27,5,21,29.683333333333334,Front Yard Tree,2025-09-27 21:00:00-07:00
2025,10,8,2,18,2.85,Front Yard Tree,2025-10-08 18:57:09-07:00
2025,10,8,2,19,60.0,Front Yard Tree,2025-10-08 19:00:00-07:00
2025,10,8,2,20,60.0,Front Yard Tree,2025-10-08 20:00:00-07:00
2025,10,8,2,21,20.966666666666665,Front Yard Tree,2025-10-08 21:00:00-07:00
2025,10,23,3,18,32.13333333333333,Front Yard Tree,2025-10-23 18:27:52-07:00
2025,10,23,3,19,60.0,Front Yard Tree,2025-10-23 19:00:00-07:00
2025,10,23,3,20,51.666666666666664,Front Yard Tree,2025-10-23 20:00:00-07:00
2025,11,28,4,16,3.15,Front Yard Tree,2025-11-28 16:56:51-08:00
2025,11,28,4,17,60.0,Front Yard Tree,2025-11-28 17:00:00-08:00
2025,11,28,4,18,60.0,Front Yard Tree,2025-11-28 18:00:00-08:00
2025,11,28,4,19,20.666666666666668,Front Yard Tree,2025-11-28 19:00:00-08:00
2026,1,30,4,17,23.15,Front Yard Tree,2026-01-30 17:36:51-08:00
2026,1,30,4,18,60.0,Front Yard Tree,2026-01-30 18:00:00-08:00
2026,1,30,4,19,60.0,Front Yard Tree,2026-01-30 19:00:00-08:00
2026,1,30,4,20,0.6666666666666666,Front Yard Tree,2026-01-30 20:00:00-08:00
2023,7,9,6,12,0.13333333333333333,Backyard Northwest,2023-07-09 12:44:00-07:00
2023,7,10,0,3,6.983333333333333,Backyard Northwest,2023-07-10 03:18:16-07:00
2023,7,10,0,5,6.983333333333333,Backyard Northwest,2023-07-10 05:00:24-07:00
2023,7,10,0,5,6.816666666666666,Backyard Northwest,2023-07-10 05:37:23-07:00
2023,7,11,1,3,6.983333333333333,Backyard Northwest,2023-07-11 03:19:16-07:00
2023,7,11,1,5,6.983333333333333,Backyard Northwest,2023-07-11 05:01:24-07:00
2023,7,11,1,5,6.816666666666666,Backyard Northwest,2023-07-11 05:38:23-07:00
2023,7,14,4,22,6.816666666666666,Backyard Northwest,2023-07-14 22:30:01-07:00
2023,7,14,4,23,6.8,Backyard Northwest,2023-07-14 23:11:02-07:00
2023,7,14,4,23,6.816666666666666,Backyard Northwest,2023-07-14 23:47:50-07:00
2023,7,18,1,4,6.666666666666667,Backyard Northwest,2023-07-18 04:27:51-07:00
2023,7,18,1,5,6.65,Backyard Northwest,2023-07-18 05:07:22-07:00
2023,7,18,1,5,6.666666666666667,Backyard Northwest,2023-07-18 05:44:01-07:00
2023,7,21,4,4,6.666666666666667,Backyard Northwest,2023-07-21 04:29:51-07:00
2023,7,21,4,5,6.65,Backyard Northwest,2023-07-21 05:09:22-07:00
2023,7,21,4,5,6.666666666666667,Backyard Northwest,2023-07-21 05:46:01-07:00
2023,7,25,1,4,6.666666666666667,Backyard Northwest,2023-07-25 04:33:51-07:00
2023,7,25,1,5,6.65,Backyard Northwest,2023-07-25 05:13:22-07:00
2023,7,25,1,5,6.666666666666667,Backyard Northwest,2023-07-25 05:50:01-07:00
2023,7,28,4,4,6.666666666666667,Backyard Northwest,2023-07-28 04:35:51-07:00
2023,7,28,4,5,6.65,Backyard Northwest,2023-07-28 05:15:22-07:00
2023,7,28,4,5,6.666666666666667,Backyard Northwest,2023-07-28 05:52:01-07:00
2023,8,1,1,5,5.0,Backyard Northwest,2023-08-01 05:02:46-07:00
2023,8,1,1,5,4.983333333333333,Backyard Northwest,2023-08-01 05:42:17-07:00
2023,8,4,4,5,5.0,Backyard Northwest,2023-08-04 05:04:46-07:00
2023,8,4,4,5,4.983333333333333,Backyard Northwest,2023-08-04 05:44:17-07:00
2023,8,8,1,5,5.0,Backyard Northwest,2023-08-08 05:08:46-07:00
2023,8,8,1,5,4.983333333333333,Backyard Northwest,2023-08-08 05:48:17-07:00
2023,8,11,4,5,5.0,Backyard Northwest,2023-08-11 05:10:46-07:00
2023,8,11,4,5,4.983333333333333,Backyard Northwest,2023-08-11 05:50:17-07:00
2023,8,15,1,5,6.5,Backyard Northwest,2023-08-15 05:13:46-07:00
2023,8,15,1,5,6.483333333333333,Backyard Northwest,2023-08-15 05:53:17-07:00
2023,8,18,4,5,6.5,Backyard Northwest,2023-08-18 05:16:46-07:00
2023,8,18,4,5,3.716666666666667,Backyard Northwest,2023-08-18 05:56:17-07:00
2023,8,18,4,6,2.7666666666666666,Backyard Northwest,2023-08-18 06:00:00-07:00
2023,8,22,1,5,6.483333333333333,Backyard Northwest,2023-08-22 05:19:47-07:00
2023,8,22,1,5,0.7166666666666667,Backyard Northwest,2023-08-22 05:59:17-07:00
2023,8,22,1,6,5.766666666666667,Backyard Northwest,2023-08-22 06:00:00-07:00
2023,8,25,4,5,6.5,Backyard Northwest,2023-08-25 05:22:46-07:00
2023,8,25,4,6,6.483333333333333,Backyard Northwest,2023-08-25 06:02:17-07:00
2023,8,29,1,5,6.5,Backyard Northwest,2023-08-29 05:25:46-07:00
2023,8,29,1,6,6.483333333333333,Backyard Northwest,2023-08-29 06:05:17-07:00
2023,9,1,4,5,6.5,Backyard Northwest,2023-09-01 05:46:46-07:00
2023,9,1,4,6,6.5,Backyard Northwest,2023-09-01 06:23:16-07:00
2023,9,5,1,5,6.5,Backyard Northwest,2023-09-05 05:50:46-07:00
2023,9,5,1,6,6.5,Backyard Northwest,2023-09-05 06:27:16-07:00
2023,9,8,4,5,6.5,Backyard Northwest,2023-09-08 05:52:46-07:00
2023,9,8,4,6,6.483333333333333,Backyard Northwest,2023-09-08 06:29:17-07:00
